p_fail,count
0.03355192709593168,1019
0.17398087221304445,460
0.2799185900586394,160
0.0036284902985924987,2238
0.6992376656635354,51
0.6731237081433272,48
0.028468055067267593,1016
0.32002164416948825,154
0.2026851434249111,147
0.17902256490123408,450
0.2367058627453802,163
0.47715529303391646,157
0.8032351390669069,43
0.42337262860731006,173
0.09925880958991853,475
0.04903911380460984,983
0.245840599073897,179
0.005135343505317478,1695
0.6834198378614529,31
0.3564432552429474,137
0.07922255219273454,442
0.10668428963594152,475
0.15681288972397184,451
0.04262322426808259,1035
0.24347953253211374,184
0.0570071868903574,477
0.19589014225888435,458
0.14254609938851376,461
0.1389774902203429,465
0.0349310526595945,724
0.6273268620114087,41
0.0024055032730598905,1365
0.0632866555284156,497
0.13270628359762937,442
0.7680579319911268,48
0.16408569975643816,483
0.12419949932848655,448
0.21467878964187226,161
0.1911644138345308,478
0.0390201348974606,955
0.014419466879000326,973
0.7292646101245557,45
0.03053017947134217,1054
0.9545444877868168,41
0.21346377383116383,107
0.06809400127531759,476
0.037514412661552025,746
0.11726852425501731,459
0.38978318575865717,153
0.07747089780520983,404
0.507623794335342,36
0.49613041322807705,191
0.1441146399168397,362
0.04041399085418942,779
0.09016364424922596,441
0.017737867161700935,998
0.08744073369046576,510
0.04625162455549904,1004
0.16676670304168167,495
0.09807008781337279,255
0.9173193845584389,53
0.3448999534989192,155
0.06142529799191705,417
0.31879456846565446,102
0.0844077616268285,463
0.18561452021123015,484
0.20054648874818917,223
0.022659126530252677,947
0.4580844794231768,162
0.05844156796364469,327
0.13081756100670755,430
0.4185149379146398,158
0.07285699244461191,442
0.18761073486256097,438
0.2622240208124761,176
0.47480473603095963,166
0.43008726384775847,159
0.3742879683950535,163
0.5420231871685854,43
0.07121780727738805,358
0.4001631884814066,185
0.25378153063083825,192
0.6751910543006873,51
0.9683876788682865,46
0.09195111208827408,415
0.4715899898397359,164
0.19318581904025495,465
0.1351384770308537,462
0.8899950235241628,51
0.35910105508186885,155
0.007175677434661088,2244
0.0011729788169888191,461
0.14064802868170134,341
0.15358284497241037,459
0.07558052052632336,479
0.936731822692842,44
0.043888921095765324,621
0.16959471831655182,481
0.3795507728746072,159
0.8852419220794755,50
0.2318545613237129,169
0.4410297900491597,159
0.9477354751693122,33
0.2577586373507996,166
0.38601500507147285,159
0.5768563710857588,45
0.4638535485488557,194
0.4425623600203066,109
0.2756958362417903,173
0.3329943949423205,166
0.8975394142193917,36
0.02594984574626763,1007
0.2653338604749578,177
0.4911634218342651,187
0.4487505928934288,187
0.4923512070994876,93
0.02397201109162621,616
0.469825523586639,144
0.06605544209477832,431
0.01607271423484466,658
0.28123883083186313,101
0.5478533317586071,66
0.7166958498231754,46
0.9713493170305703,44
0.02153607820869219,571
0.24019602503294327,187
0.1280343735309506,439
0.15556356947486027,318
0.409758857841269,172
0.282955225753432,142
0.25183794392768505,181
0.6390082588827997,36
0.7068054858008267,32
0.287865727850041,156
0.009608483602781676,1922
0.31079946747314297,169
0.1497710001296934,463
0.8823591916665909,44
0.11842597805692302,266
0.4803073708681367,172
0.17172095727865916,480
0.849408927735411,39
0.08023918489742864,246
0.7120846696582293,47
0.2559274332121116,143
0.18111823364622048,481
0.01218612473260058,1045
0.09610262165647393,470
0.2977060696336959,157
0.04497258210807369,183
0.08886823246486666,150
0.23881944362465446,103
0.4244079145878932,99
0.42828919303412216,148
0.9354923757630073,23
0.05423149565705311,458
0.12167852449168282,464
0.48209873202245446,135
0.1291797246519084,192
0.8524924219098555,34
0.2412600900152753,106
0.3058581857252907,184
0.32523543208406747,171
0.0082713880829856,516
0.10772272816405838,244
0.8695305803694775,40
0.3023454090914104,167
0.3429816979805461,177
0.019661293401189932,857
0.35209176029758593,158
0.3973674924700066,167
0.15119584607976194,322
0.9668418158498073,23
0.3653502030903112,173
0.05982709267344282,227
0.7410124049268715,51
0.10037558895428736,225
0.47360562801451656,114
0.42043314957369526,157
0.4051841423580754,180
0.7343662122474771,33
0.19821570136005834,431
0.44463741052026234,156
0.4866851862114447,158
0.11159401298249202,445
0.7809562347027135,37
0.3273079287877868,181
0.08573945589013307,244
0.04147819494456254,120
0.4367421252879484,159
0.43491476335092355,143
0.11039432856456353,282
0.3394123275188037,160
0.8240980704613801,41
0.12663632468918418,324
0.22712699344998122,185
0.9912036511769199,38
0.13730215488644376,377
0.7964540064528146,26
0.0476003416839186,346
0.4257465376065342,125
0.12562411434943638,110
0.6667809493858892,35
0.24858301907506813,174
0.8625652304616567,61
0.3781141691650438,108
0.05014314205454054,287
0.28991447052128017,165
0.16188554318108994,440
0.11473891970717374,478
0.11318888528355144,282
0.16063176414477498,270
0.7154573017029564,24
0.15885388771448067,422
0.521133627298581,39
0.14805034079650298,435
0.24726110074481536,82
0.3042785766019587,127
0.4935687973293844,97
0.18320645157079768,452
0.7391004442713349,40
0.09364281446952649,381
0.47846215544292847,109
0.6976701848365834,30
0.1776825258734661,306
0.18455877642789142,77
0.659737873669183,33
0.33404136228194975,83
0.8115773666427044,42
0.27856924354093704,95
0.3664382213037085,75
0.08264684955031242,392
0.4037600418072409,118
0.1026779694326142,468
0.052720839681170334,344
0.5733060849525349,39
0.8712688286308449,36
0.4883469854001967,142
0.6040168029793525,42
0.9640197409140412,37
0.069630085817971,271
0.7596908941707792,41
0.38388261899064513,175
0.1038670980117983,268
0.6301461208169394,57
0.12062234383214666,244
0.5967531467063506,38
0.36402059810878606,121
0.5265367730036721,31
0.5509385752939644,44
0.8746553777913992,46
0.8513289680185139,24
0.5039504529961485,40
0.2343499573614334,176
0.7643774461279773,35
0.4123079309735478,157
0.14548956835082336,349
0.42711319370873885,34
0.7260641184331788,41
0.4065544216272346,98
0.42229934151563364,72
0.11610883041792568,127
0.9939491059203551,31
0.9609270595185089,31
0.032079781941154524,507
0.8675222475902422,50
0.1654698330676155,153
0.19718621295356054,75
0.03602250394904691,285
0.3710599371461206,155
0.33596885041205066,172
0.4603860462168704,188
0.6640852011985592,43
0.1677891420668323,216
0.010818226397668749,272
0.1891131109606567,343
0.38710051784738997,109
0.43939187110004957,144
0.2963851820427636,116
0.3610766011925195,170
0.10898169750348838,167
0.006153290565673915,45
0.2184015043206112,162
0.1760896520958758,341
0.5294661109159658,36
0.3089774765694854,164
0.4111494460994519,48
0.9086903994936807,42
0.7016909282144959,46
0.49894583093752914,161
0.07410811023056074,193
0.7203508337200895,40
0.8451440980160307,41
0.27159766818790065,190
0.27369998340142265,185
0.6823032216775657,25
0.7178814586870884,25
0.41498445285979924,158
0.21181911653194807,148
0.7883988430560122,39
0.367779365076079,105
0.5277211177972116,20
0.2667443166315731,121
0.32913042833161943,153
0.932143827543848,40
0.3122043993961372,112
0.713122050623914,18
0.44581463591170967,107
0.2285430360754244,134
0.029479090495730977,36
0.20385294221296524,108
0.36263103598514146,83
0.5619893524225442,31
0.300694367496828,126
0.782022805575042,27
0.0644200159424673,179
0.5608644827628767,25
0.2944458375780488,168
0.8296488739271475,53
0.4557353754727528,177
0.22383524078566663,164
0.7951670709967136,30
0.41666196008366524,114
0.3762554620983667,172
0.3227557326481108,150
0.9041522908481079,43
0.38131074026984324,147
0.3553488194636256,95
0.4570719044821015,32
0.4329471791903967,147
0.4999871265075955,25
0.09505692750321834,103
0.055744182622040686,193
0.2850086869772875,160
0.20618846471631913,174
0.4077272915602004,95
0.5136119490297205,28
0.6892822927471022,37
0.6154170720146797,33
0.20954420937077411,169
0.19470496330450238,169
0.3578950237423456,53
0.594524156329138,40
0.2212015336598125,177
0.8603641057379046,46
0.9399807836239833,30
0.6113263752738307,42
0.9790274281063963,45
0.22571130306688178,118
0.5403091416121009,32
0.9254699451312527,39
0.027242921353001742,280
0.5112330578820836,21
0.6615321208008348,38
0.3881377432263484,55
0.7630374305556462,30
0.10504503551926081,215
0.3929375817633146,154
0.64787460506615,34
0.4504818302651417,143
0.2677921916909952,88
0.4521475901323342,114
0.6168085555928673,35
0.3317955060367691,94
0.8941496216973023,44
0.9232146495946563,39
0.1194518168229342,50
0.1525139396925116,99
0.6029477130506958,21
0.35032185819955497,147
0.858168367864379,44
0.013299675635827022,114
0.592023990416098,39
0.3694145089154331,110
0.2607733498279179,113
0.32108733135256357,73
0.866275970659182,22
0.30736358819764453,110
0.8787215386326532,37
0.1470251632198149,109
0.6508494026193087,50
0.2107973407556868,24
0.3462923711056613,107
0.08142465349884018,84
0.4665522840332048,172
0.44738393889127714,71
0.8200510074304228,43
0.1015905388711912,81
0.051320728145367624,120
0.41391950669152466,51
0.6720723251283967,27
0.4844766968003539,177
0.6687708774621907,41
0.802213682569256,24
0.8055137191573142,38
0.6003837412251712,36
0.6404458093966948,16
0.8325536259443973,33
0.5354047071309435,38
0.1800913203996954,25
0.27736876663297105,80
0.6415132543877445,18
0.8221250616552916,42
0.6709257731401973,27
0.4626919539729747,85
0.9625106855033757,14
0.8398204296844713,48
0.48964875275164826,64
0.31574958733529196,177
0.6461489297156412,30
0.3473622911536757,84
0.7427835417007285,38
0.2195750365623469,71
0.8985471600951904,21
0.8483340419058154,21
0.4831969779629186,41
0.4685614905043205,107
0.5794848758108605,46
0.6058853881049852,39
0.19012003517714565,12
0.9697624987133933,20
0.3732576500840968,86
0.459092721428237,21
0.7847324704650364,43
0.39897411426875373,60
0.5245540242016697,41
0.6494673233620627,16
0.28652827251321766,68
0.39623995233748505,77
0.1729190706823561,60
0.5825896988609517,37
0.26932816103826107,120
0.6221287507515064,39
0.6927270044031999,56
0.6784944510356334,43
0.16301886361284068,49
0.31397898701563187,118
0.8349614060772066,38
0.2074859400680571,106
0.9429130684706186,43
0.841410124505657,31
0.8077066085299967,49
0.5154284080608127,35
0.652900237870689,40
0.8863301774354099,23
0.8096418560723508,40
0.25039141441159224,105
0.6247090659965101,45
0.22270033725441263,57
0.6443129154537408,31
0.9309300403531233,20
0.625964928733449,11
0.6654164258081173,17
0.9758679116720805,37
0.95294284641101,32
0.7215088685350728,20
0.6134370869130441,34
0.6348143630740679,49
0.989606011104041,41
0.4760373090790719,38
0.9292589918510759,42
0.8538289252403541,27
0.8427621977217534,27
0.49788177456267557,72
0.5446058368945665,28
0.545673880044615,23
0.2991671036200714,92
0.5754975482632678,30
0.7930049691511254,45
0.2635685926768901,97
0.6284411790375255,11
0.7668135326297205,21
0.9264739300649374,19
0.21627110120609813,140
0.7788139992891756,39
0.43782243266393805,51
0.6955174684680936,42
0.27035855009045684,18
0.3913386091409016,99
0.4534239707077538,95
0.8759388150405855,33
0.5492511061232224,22
0.8568359627151718,27
0.244600295855329,31
0.5430853839452077,8
0.748490980272517,53
0.5703643498703616,34
0.3540940641564202,104
0.4614606756674382,25
0.7573365669523934,40
0.3302047829550405,58
0.9191941229603916,39
0.5177579115617357,49
0.910638509293872,37
0.23550400284271059,32
0.4021662531280946,131
0.3370095890530477,86
0.21738070676758622,17
0.5307741315819062,27
0.12315647435020624,117
0.13399239679258385,114
0.8011055394818014,21
0.9971760750656327,39
0.31715307399334247,81
0.5567887224963676,29
0.29158933252771035,112
0.3720623544187982,19
0.8169941897325488,36
0.8638538707941373,20
0.9028546465441531,30
0.8376178458303607,49
0.1750461115830924,24
0.9950781618761859,19
0.7769200390881379,25
0.7079690879009732,28
0.9382150462378205,28
0.6865636770261729,38
0.9124971008623797,44
0.8439236592238979,6
0.7370914630800186,30
0.896041684789074,39
0.5657764340136145,39
0.25889175767811123,83
0.39513305060996684,106
0.29293815306523757,95
0.5224202625379928,32
0.8652306100380325,10
0.8772179374786809,12
0.49471788406763145,44
0.9069767294974257,26
0.9214068579586181,26
0.33802062705551494,32
0.9837200718609388,32
0.6081622091526835,35
0.4855141808055465,26
0.8876932750633368,34
0.8285512468764704,19
0.9984815917532448,17
0.8729243435339582,35
0.7232003409338846,33
0.5932439320822919,11
0.9743882334595869,26
0.7986821047669472,33
0.2297025823343409,80
0.2016692675222916,16
0.6879928851029415,16
0.18216514226749259,13
0.34868421188084064,80
0.7690964556203541,14
0.17071346526116332,28
0.7110193166703751,26
0.34046397249589333,80
0.7192169875372434,8
0.19949568387472882,63
0.7501978007800869,34
0.6769710193710107,19
0.9462269894480662,32
0.8363987636586796,12
0.623511009605791,5
0.9338382979863126,31
0.13627196994980972,31
0.4316164392480301,65
0.9732951837068903,14
0.775505509876202,25
0.3824129831617754,47
0.900998338765067,35
0.5867309439592756,36
0.7359532536928582,11
0.5094390687644464,34
0.9414753044684988,13
0.5554812746013978,22
0.5017658889988657,34
0.7052403918731146,18
0.5979082110849288,28
0.7316113891225418,49
0.5880348595904495,22
0.5857201962173761,11
0.8210511595895089,2
0.744268074567011,31
0.7556899148480574,40
0.38500429703805783,9
0.5386505057295401,29
0.8132115568883063,33
0.8314625604760576,19
0.25478235736320004,13
0.9492111135661627,32
0.773398745711516,32
0.5320397138037998,30
0.5681127458949686,37
0.958009221530802,37
0.5588199204657276,36
0.3240053058492403,32
0.7703098696568298,27
0.8554085558784948,21
0.642667367908608,17
0.7032862496124759,24
0.9142809252514049,41
0.7471355626921559,30
0.6123715841604659,3
0.9555476314755083,21
0.8261589760921833,29
0.9769744841921616,27
0.9922627554375691,12
0.7905087191166258,40
0.6847299196044481,29
0.7249515175705044,14
0.7614546182890884,31
0.465262644949961,45
0.785748478700409,19
0.632592712159886,42
0.9058975218887331,16
0.4546026623732839,31
0.5805931835321807,29
0.5190979623495947,27
0.6185034044130275,36
0.9156112347255301,26
0.6801313070670459,17
0.1578439598635522,4
0.20486797562675485,32
0.8463781446571549,17
0.7653867626249661,8
0.8804106113404268,20
0.9518532563039482,30
0.8185114530712436,20
0.986240734404011,50
0.7869946176257366,19
0.6371968344886856,34
0.7003586855028743,6
0.6337258763129479,3
0.9808369657979881,30
0.8925959369979987,33
0.9825833771405061,14
0.9599202072394167,16
0.8274660609050879,5
0.8151404086813399,37
0.39404889879497695,11
0.7097251557061032,19
0.2725997588027945,9
0.9879890835450102,24
0.6102367853934736,26
0.6549482926226077,29
0.9653242151976106,12
0.5642014086777245,23
0.5528094481595804,31
0.5717107885495722,19
0.6571525695599636,47
0.6940596465850275,16
0.5669606283012724,6
0.34149687531650663,43
0.7273389093912644,29
0.6207729126509133,25
0.5743145418689476,5
0.5892310513291871,18
0.5845034163821948,20
0.733090251228957,15
0.754083784754066,34
0.7798212585011182,2
0.5543131124913826,14
0.8592559655708909,3
0.5631819849562786,5
0.5904841726684397,8
0.7142354219199455,6
0.7459745624328986,14
0.8841551353735743,21
0.5028568560831388,3
0.9439328276669127,20
0.5058563962784173,29
0.6311786716264026,9
0.6907039761042886,33
0.752141749447309,40
0.5372058722320668,17
0.7718051809991228,18
0.7998445291240968,6
0.6917139650376256,1
0.2085388006259111,8
0.8337405570159067,7
0.7894444385012073,4
0.443601024307478,12
0.23298198500322898,32
0.6629492402564326,17
0.5334289852114359,27
0.8911200131659909,8
0.06708526407992738,9
0.5693388748126744,7
0.6195744060927459,5
0.5165371107894606,4
0.6586554795224834,13
0.24233822152076887,15
0.230715636196927,8
0.838790804689845,3
0.9243275867407661,5
0.9569154480188333,10
0.5234894228923593,2
0.78360221320474,11
0.23774172210987887,8
0.6015188850651096,7
0.7940551322899398,3
0.5784793873507122,7
0.7585535375143194,8
0.4087464649361472,4
0.3262605237892964,3
0.9502574149262967,12
0.5578021850505589,1
0.6069647045971922,6
0.5468050816607413,2
0.899767755038051,6
0.7744088993947553,4
0.8251299758604822,1
0.19217861907848005,4
0.7975278110807067,2
0.9449987685965188,2
0.7305134825216416,4
0.927496105444099,11
0.5123932995034493,4
0.7916584290496869,7
0.9849388041603409,11
0.6359208669351176,6
0.9203169839413767,2
0.2839823828201428,3
0.8887713879299632,4
0.6559984640025416,6
0.5989447302259779,7
0.28887825520812505,3
0.9961655982288594,2
0.4675525240493965,2
0.8065733974767566,3
0.6092273518636891,2
0.9779971924663327,2
0.6965388766929644,5
0.67415394500739,1
0.4725953374868055,1
0.5955990992629395,1
0.8042563309848314,2
0.6698090038207996,2
0.559842913496441,1
